item_id,item_name,Categoria (preencha: Arma/Armadura/etc)
T6_2H_FROSTSTAFF@2,Master's Great Frost Staff .2,Armas
T6_2H_FROSTSTAFF@3,Master's Great Frost Staff .3,Armas
T6_2H_FROSTSTAFF@4,Master's Great Frost Staff .4,Armas
T7_2H_FROSTSTAFF,Grandmaster's Great Frost Staff,Armas
T7_2H_FROSTSTAFF@1,Grandmaster's Great Frost Staff .1,Armas
T7_2H_FROSTSTAFF@2,Grandmaster's Great Frost Staff .2,Armas
T7_2H_FROSTSTAFF@3,Grandmaster's Great Frost Staff .3,Armas
T7_2H_FROSTSTAFF@4,Grandmaster's Great Frost Staff .4,Armas
T8_2H_FROSTSTAFF,Elder's Great Frost Staff,Armas
T8_2H_FROSTSTAFF@1,Elder's Great Frost Staff .1,Armas
T8_2H_FROSTSTAFF@2,Elder's Great Frost Staff .2,Armas
T8_2H_FROSTSTAFF@3,Elder's Great Frost Staff .3,Armas
T8_2H_FROSTSTAFF@4,Elder's Great Frost Staff .4,Armas
T4_2H_GLACIALSTAFF,Adept's Glacial Staff,Armas
T4_2H_GLACIALSTAFF@1,Adept's Glacial Staff .1,Armas
T4_2H_GLACIALSTAFF@2,Adept's Glacial Staff .2,Armas
T4_2H_GLACIALSTAFF@3,Adept's Glacial Staff .3,Armas
T4_2H_GLACIALSTAFF@4,Adept's Glacial Staff .4,Armas
T5_2H_GLACIALSTAFF,Expert's Glacial Staff,Armas
T5_2H_GLACIALSTAFF@1,Expert's Glacial Staff .1,Armas
T5_2H_GLACIALSTAFF@2,Expert's Glacial Staff .2,Armas
T5_2H_GLACIALSTAFF@3,Expert's Glacial Staff .3,Armas
T5_2H_GLACIALSTAFF@4,Expert's Glacial Staff .4,Armas
T6_2H_GLACIALSTAFF,Master's Glacial Staff,Armas
T6_2H_GLACIALSTAFF@1,Master's Glacial Staff .1,Armas
T6_2H_GLACIALSTAFF@2,Master's Glacial Staff .2,Armas
T6_2H_GLACIALSTAFF@3,Master's Glacial Staff .3,Armas
T6_2H_GLACIALSTAFF@4,Master's Glacial Staff .4,Armas
T7_2H_GLACIALSTAFF,Grandmaster's Glacial Staff,Armas
T7_2H_GLACIALSTAFF@1,Grandmaster's Glacial Staff .1,Armas
T7_2H_GLACIALSTAFF@2,Grandmaster's Glacial Staff .2,Armas
T7_2H_GLACIALSTAFF@3,Grandmaster's Glacial Staff .3,Armas
T7_2H_GLACIALSTAFF@4,Grandmaster's Glacial Staff .4,Armas
T8_2H_GLACIALSTAFF,Elder's Glacial Staff,Armas
T8_2H_GLACIALSTAFF@1,Elder's Glacial Staff .1,Armas
T8_2H_GLACIALSTAFF@2,Elder's Glacial Staff .2,Armas
T8_2H_GLACIALSTAFF@3,Elder's Glacial Staff .3,Armas
T8_2H_GLACIALSTAFF@4,Elder's Glacial Staff .4,Armas
T4_MAIN_ARCANESTAFF,Adept's Arcane Staff,Armas
T4_MAIN_ARCANESTAFF@1,Adept's Arcane Staff .1,Armas
T4_MAIN_ARCANESTAFF@2,Adept's Arcane Staff .2,Armas
T4_MAIN_ARCANESTAFF@3,Adept's Arcane Staff .3,Armas
T4_MAIN_ARCANESTAFF@4,Adept's Arcane Staff .4,Armas
T5_MAIN_ARCANESTAFF,Expert's Arcane Staff,Armas
T5_MAIN_ARCANESTAFF@1,Expert's Arcane Staff .1,Armas
T5_MAIN_ARCANESTAFF@2,Expert's Arcane Staff .2,Armas
T5_MAIN_ARCANESTAFF@3,Expert's Arcane Staff .3,Armas
T5_MAIN_ARCANESTAFF@4,Expert's Arcane Staff .4,Armas
T6_MAIN_ARCANESTAFF,Master's Arcane Staff,Armas
T6_MAIN_ARCANESTAFF@1,Master's Arcane Staff .1,Armas
T6_MAIN_ARCANESTAFF@2,Master's Arcane Staff .2,Armas
T6_MAIN_ARCANESTAFF@3,Master's Arcane Staff .3,Armas
T6_MAIN_ARCANESTAFF@4,Master's Arcane Staff .4,Armas
T7_MAIN_ARCANESTAFF,Grandmaster's Arcane Staff,Armas
T7_MAIN_ARCANESTAFF@1,Grandmaster's Arcane Staff .1,Armas
T7_MAIN_ARCANESTAFF@2,Grandmaster's Arcane Staff .2,Armas
T7_MAIN_ARCANESTAFF@3,Grandmaster's Arcane Staff .3,Armas
T7_MAIN_ARCANESTAFF@4,Grandmaster's Arcane Staff .4,Armas
T8_MAIN_ARCANESTAFF,Elder's Arcane Staff,Armas
T8_MAIN_ARCANESTAFF@1,Elder's Arcane Staff .1,Armas
T8_MAIN_ARCANESTAFF@2,Elder's Arcane Staff .2,Armas
T8_MAIN_ARCANESTAFF@3,Elder's Arcane Staff .3,Armas
T8_MAIN_ARCANESTAFF@4,Elder's Arcane Staff .4,Armas
T4_2H_ARCANESTAFF,Adept's Great Arcane Staff,Armas
T4_2H_ARCANESTAFF@1,Adept's Great Arcane Staff .1,Armas
T4_2H_ARCANESTAFF@2,Adept's Great Arcane Staff .2,Armas
T4_2H_ARCANESTAFF@3,Adept's Great Arcane Staff .3,Armas
T4_2H_ARCANESTAFF@4,Adept's Great Arcane Staff .4,Armas
T5_2H_ARCANESTAFF,Expert's Great Arcane Staff,Armas
T5_2H_ARCANESTAFF@1,Expert's Great Arcane Staff .1,Armas
T5_2H_ARCANESTAFF@2,Expert's Great Arcane Staff .2,Armas
T5_2H_ARCANESTAFF@3,Expert's Great Arcane Staff .3,Armas
T5_2H_ARCANESTAFF@4,Expert's Great Arcane Staff .4,Armas
T6_2H_ARCANESTAFF,Master's Great Arcane Staff,Armas
T6_2H_ARCANESTAFF@1,Master's Great Arcane Staff .1,Armas
T6_2H_ARCANESTAFF@2,Master's Great Arcane Staff .2,Armas
T6_2H_ARCANESTAFF@3,Master's Great Arcane Staff .3,Armas
T6_2H_ARCANESTAFF@4,Master's Great Arcane Staff .4,Armas
T7_2H_ARCANESTAFF,Grandmaster's Great Arcane Staff,Armas
T7_2H_ARCANESTAFF@1,Grandmaster's Great Arcane Staff .1,Armas
T7_2H_ARCANESTAFF@2,Grandmaster's Great Arcane Staff .2,Armas
T7_2H_ARCANESTAFF@3,Grandmaster's Great Arcane Staff .3,Armas
T7_2H_ARCANESTAFF@4,Grandmaster's Great Arcane Staff .4,Armas
T8_2H_ARCANESTAFF,Elder's Great Arcane Staff,Armas
T8_2H_ARCANESTAFF@1,Elder's Great Arcane Staff .1,Armas
T8_2H_ARCANESTAFF@2,Elder's Great Arcane Staff .2,Armas
T8_2H_ARCANESTAFF@3,Elder's Great Arcane Staff .3,Armas
T8_2H_ARCANESTAFF@4,Elder's Great Arcane Staff .4,Armas
T4_2H_ENIGMATICSTAFF,Adept's Enigmatic Staff,Armas
T4_2H_ENIGMATICSTAFF@1,Adept's Enigmatic Staff .1,Armas
T4_2H_ENIGMATICSTAFF@2,Adept's Enigmatic Staff .2,Armas
T4_2H_ENIGMATICSTAFF@3,Adept's Enigmatic Staff .3,Armas
T4_2H_ENIGMATICSTAFF@4,Adept's Enigmatic Staff .4,Armas
T5_2H_ENIGMATICSTAFF,Expert's Enigmatic Staff,Armas
T5_2H_ENIGMATICSTAFF@1,Expert's Enigmatic Staff .1,Armas
T5_2H_ENIGMATICSTAFF@2,Expert's Enigmatic Staff .2,Armas
T5_2H_ENIGMATICSTAFF@3,Expert's Enigmatic Staff .3,Armas
T5_2H_ENIGMATICSTAFF@4,Expert's Enigmatic Staff .4,Armas
T6_2H_ENIGMATICSTAFF,Master's Enigmatic Staff,Armas
T6_2H_ENIGMATICSTAFF@1,Master's Enigmatic Staff .1,Armas
T6_2H_ENIGMATICSTAFF@2,Master's Enigmatic Staff .2,Armas
T6_2H_ENIGMATICSTAFF@3,Master's Enigmatic Staff .3,Armas
T6_2H_ENIGMATICSTAFF@4,Master's Enigmatic Staff .4,Armas
T7_2H_ENIGMATICSTAFF,Grandmaster's Enigmatic Staff,Armas
T7_2H_ENIGMATICSTAFF@1,Grandmaster's Enigmatic Staff .1,Armas
T7_2H_ENIGMATICSTAFF@2,Grandmaster's Enigmatic Staff .2,Armas
T7_2H_ENIGMATICSTAFF@3,Grandmaster's Enigmatic Staff .3,Armas
T7_2H_ENIGMATICSTAFF@4,Grandmaster's Enigmatic Staff .4,Armas
T8_2H_ENIGMATICSTAFF,Elder's Enigmatic Staff,Armas
T8_2H_ENIGMATICSTAFF@1,Elder's Enigmatic Staff .1,Armas
T8_2H_ENIGMATICSTAFF@2,Elder's Enigmatic Staff .2,Armas
T8_2H_ENIGMATICSTAFF@3,Elder's Enigmatic Staff .3,Armas
T8_2H_ENIGMATICSTAFF@4,Elder's Enigmatic Staff .4,Armas
T4_MAIN_HOLYSTAFF,Adept's Holy Staff,Armas
T4_MAIN_HOLYSTAFF@1,Adept's Holy Staff .1,Armas
T4_MAIN_HOLYSTAFF@2,Adept's Holy Staff .2,Armas
T4_MAIN_HOLYSTAFF@3,Adept's Holy Staff .3,Armas
T4_MAIN_HOLYSTAFF@4,Adept's Holy Staff .4,Armas
T5_MAIN_HOLYSTAFF,Expert's Holy Staff,Armas
T5_MAIN_HOLYSTAFF@1,Expert's Holy Staff .1,Armas
T5_MAIN_HOLYSTAFF@2,Expert's Holy Staff .2,Armas
T5_MAIN_HOLYSTAFF@3,Expert's Holy Staff .3,Armas
T5_MAIN_HOLYSTAFF@4,Expert's Holy Staff .4,Armas
T6_MAIN_HOLYSTAFF,Master's Holy Staff,Armas
T6_MAIN_HOLYSTAFF@1,Master's Holy Staff .1,Armas
T6_MAIN_HOLYSTAFF@2,Master's Holy Staff .2,Armas
T6_MAIN_HOLYSTAFF@3,Master's Holy Staff .3,Armas
T6_MAIN_HOLYSTAFF@4,Master's Holy Staff .4,Armas
T7_MAIN_HOLYSTAFF,Grandmaster's Holy Staff,Armas
T7_MAIN_HOLYSTAFF@1,Grandmaster's Holy Staff .1,Armas
T7_MAIN_HOLYSTAFF@2,Grandmaster's Holy Staff .2,Armas
T7_MAIN_HOLYSTAFF@3,Grandmaster's Holy Staff .3,Armas
T7_MAIN_HOLYSTAFF@4,Grandmaster's Holy Staff .4,Armas
T8_MAIN_HOLYSTAFF,Elder's Holy Staff,Armas
T8_MAIN_HOLYSTAFF@1,Elder's Holy Staff .1,Armas
T8_MAIN_HOLYSTAFF@2,Elder's Holy Staff .2,Armas
T8_MAIN_HOLYSTAFF@3,Elder's Holy Staff .3,Armas
T8_MAIN_HOLYSTAFF@4,Elder's Holy Staff .4,Armas
T4_2H_HOLYSTAFF,Adept's Great Holy Staff,Armas
T4_2H_HOLYSTAFF@1,Adept's Great Holy Staff .1,Armas
T4_2H_HOLYSTAFF@2,Adept's Great Holy Staff .2,Armas
T4_2H_HOLYSTAFF@3,Adept's Great Holy Staff .3,Armas
T4_2H_HOLYSTAFF@4,Adept's Great Holy Staff .4,Armas
T5_2H_HOLYSTAFF,Expert's Great Holy Staff,Armas
T5_2H_HOLYSTAFF@1,Expert's Great Holy Staff .1,Armas
T5_2H_HOLYSTAFF@2,Expert's Great Holy Staff .2,Armas
T5_2H_HOLYSTAFF@3,Expert's Great Holy Staff .3,Armas
T5_2H_HOLYSTAFF@4,Expert's Great Holy Staff .4,Armas
T6_2H_HOLYSTAFF,Master's Great Holy Staff,Armas
T6_2H_HOLYSTAFF@1,Master's Great Holy Staff .1,Armas
T6_2H_HOLYSTAFF@2,Master's Great Holy Staff .2,Armas
T6_2H_HOLYSTAFF@3,Master's Great Holy Staff .3,Armas
T6_2H_HOLYSTAFF@4,Master's Great Holy Staff .4,Armas
T7_2H_HOLYSTAFF,Grandmaster's Great Holy Staff,Armas
T7_2H_HOLYSTAFF@1,Grandmaster's Great Holy Staff .1,Armas
T7_2H_HOLYSTAFF@2,Grandmaster's Great Holy Staff .2,Armas
T7_2H_HOLYSTAFF@3,Grandmaster's Great Holy Staff .3,Armas
T7_2H_HOLYSTAFF@4,Grandmaster's Great Holy Staff .4,Armas
T8_2H_HOLYSTAFF,Elder's Great Holy Staff,Armas
T8_2H_HOLYSTAFF@1,Elder's Great Holy Staff .1,Armas
T8_2H_HOLYSTAFF@2,Elder's Great Holy Staff .2,Armas
T8_2H_HOLYSTAFF@3,Elder's Great Holy Staff .3,Armas
T8_2H_HOLYSTAFF@4,Elder's Great Holy Staff .4,Armas
T4_2H_DIVINESTAFF,Adept's Divine Staff,Armas
T4_2H_DIVINESTAFF@1,Adept's Divine Staff .1,Armas
T4_2H_DIVINESTAFF@2,Adept's Divine Staff .2,Armas
T4_2H_DIVINESTAFF@3,Adept's Divine Staff .3,Armas
T4_2H_DIVINESTAFF@4,Adept's Divine Staff .4,Armas
T5_2H_DIVINESTAFF,Expert's Divine Staff,Armas
T5_2H_DIVINESTAFF@1,Expert's Divine Staff .1,Armas
T5_2H_DIVINESTAFF@2,Expert's Divine Staff .2,Armas
T5_2H_DIVINESTAFF@3,Expert's Divine Staff .3,Armas
T5_2H_DIVINESTAFF@4,Expert's Divine Staff .4,Armas
T6_2H_DIVINESTAFF,Master's Divine Staff,Armas
T6_2H_DIVINESTAFF@1,Master's Divine Staff .1,Armas
T6_2H_DIVINESTAFF@2,Master's Divine Staff .2,Armas
T6_2H_DIVINESTAFF@3,Master's Divine Staff .3,Armas
T6_2H_DIVINESTAFF@4,Master's Divine Staff .4,Armas
T7_2H_DIVINESTAFF,Grandmaster's Divine Staff,Armas
T7_2H_DIVINESTAFF@1,Grandmaster's Divine Staff .1,Armas
T7_2H_DIVINESTAFF@2,Grandmaster's Divine Staff .2,Armas
T7_2H_DIVINESTAFF@3,Grandmaster's Divine Staff .3,Armas
T7_2H_DIVINESTAFF@4,Grandmaster's Divine Staff .4,Armas
T8_2H_DIVINESTAFF,Elder's Divine Staff,Armas
T8_2H_DIVINESTAFF@1,Elder's Divine Staff .1,Armas
T8_2H_DIVINESTAFF@2,Elder's Divine Staff .2,Armas
T8_2H_DIVINESTAFF@3,Elder's Divine Staff .3,Armas
T8_2H_DIVINESTAFF@4,Elder's Divine Staff .4,Armas
T4_MAIN_NATURESTAFF,Adept's Nature Staff,Armas
T4_MAIN_NATURESTAFF@1,Adept's Nature Staff .1,Armas
T4_MAIN_NATURESTAFF@2,Adept's Nature Staff .2,Armas
T4_MAIN_NATURESTAFF@3,Adept's Nature Staff .3,Armas
T4_MAIN_NATURESTAFF@4,Adept's Nature Staff .4,Armas
T5_MAIN_NATURESTAFF,Expert's Nature Staff,Armas
T5_MAIN_NATURESTAFF@1,Expert's Nature Staff .1,Armas
T5_MAIN_NATURESTAFF@2,Expert's Nature Staff .2,Armas
T5_MAIN_NATURESTAFF@3,Expert's Nature Staff .3,Armas
T5_MAIN_NATURESTAFF@4,Expert's Nature Staff .4,Armas
T6_MAIN_NATURESTAFF,Master's Nature Staff,Armas
T6_MAIN_NATURESTAFF@1,Master's Nature Staff .1,Armas
T6_MAIN_NATURESTAFF@2,Master's Nature Staff .2,Armas
T6_MAIN_NATURESTAFF@3,Master's Nature Staff .3,Armas
T6_MAIN_NATURESTAFF@4,Master's Nature Staff .4,Armas
T7_MAIN_NATURESTAFF,Grandmaster's Nature Staff,Armas
T7_MAIN_NATURESTAFF@1,Grandmaster's Nature Staff .1,Armas
T7_MAIN_NATURESTAFF@2,Grandmaster's Nature Staff .2,Armas
T7_MAIN_NATURESTAFF@3,Grandmaster's Nature Staff .3,Armas
T7_MAIN_NATURESTAFF@4,Grandmaster's Nature Staff .4,Armas
T8_MAIN_NATURESTAFF,Elder's Nature Staff,Armas
T8_MAIN_NATURESTAFF@1,Elder's Nature Staff .1,Armas
T8_MAIN_NATURESTAFF@2,Elder's Nature Staff .2,Armas
T8_MAIN_NATURESTAFF@3,Elder's Nature Staff .3,Armas
T8_MAIN_NATURESTAFF@4,Elder's Nature Staff .4,Armas
T4_2H_NATURESTAFF,Adept's Great Nature Staff,Armas
T4_2H_NATURESTAFF@1,Adept's Great Nature Staff .1,Armas
T4_2H_NATURESTAFF@2,Adept's Great Nature Staff .2,Armas
T4_2H_NATURESTAFF@3,Adept's Great Nature Staff .3,Armas
T4_2H_NATURESTAFF@4,Adept's Great Nature Staff .4,Armas
T5_2H_NATURESTAFF,Expert's Great Nature Staff,Armas
T5_2H_NATURESTAFF@1,Expert's Great Nature Staff .1,Armas
T5_2H_NATURESTAFF@2,Expert's Great Nature Staff .2,Armas
T5_2H_NATURESTAFF@3,Expert's Great Nature Staff .3,Armas
T5_2H_NATURESTAFF@4,Expert's Great Nature Staff .4,Armas
T6_2H_NATURESTAFF,Master's Great Nature Staff,Armas
T6_2H_NATURESTAFF@1,Master's Great Nature Staff .1,Armas
T6_2H_NATURESTAFF@2,Master's Great Nature Staff .2,Armas
T6_2H_NATURESTAFF@3,Master's Great Nature Staff .3,Armas
T6_2H_NATURESTAFF@4,Master's Great Nature Staff .4,Armas
T7_2H_NATURESTAFF,Grandmaster's Great Nature Staff,Armas
T7_2H_NATURESTAFF@1,Grandmaster's Great Nature Staff .1,Armas
T7_2H_NATURESTAFF@2,Grandmaster's Great Nature Staff .2,Armas
T7_2H_NATURESTAFF@3,Grandmaster's Great Nature Staff .3,Armas
T7_2H_NATURESTAFF@4,Grandmaster's Great Nature Staff .4,Armas
T8_2H_NATURESTAFF,Elder's Great Nature Staff,Armas
T8_2H_NATURESTAFF@1,Elder's Great Nature Staff .1,Armas
T8_2H_NATURESTAFF@2,Elder's Great Nature Staff .2,Armas
T8_2H_NATURESTAFF@3,Elder's Great Nature Staff .3,Armas
T8_2H_NATURESTAFF@4,Elder's Great Nature Staff .4,Armas
T4_2H_WILDSTAFF,Adept's Wild Staff,Armas
T4_2H_WILDSTAFF@1,Adept's Wild Staff .1,Armas
T4_2H_WILDSTAFF@2,Adept's Wild Staff .2,Armas
T4_2H_WILDSTAFF@3,Adept's Wild Staff .3,Armas
T4_2H_WILDSTAFF@4,Adept's Wild Staff .4,Armas
T5_2H_WILDSTAFF,Expert's Wild Staff,Armas
T5_2H_WILDSTAFF@1,Expert's Wild Staff .1,Armas
T5_2H_WILDSTAFF@2,Expert's Wild Staff .2,Armas
T5_2H_WILDSTAFF@3,Expert's Wild Staff .3,Armas
T5_2H_WILDSTAFF@4,Expert's Wild Staff .4,Armas
T6_2H_WILDSTAFF,Master's Wild Staff,Armas
T6_2H_WILDSTAFF@1,Master's Wild Staff .1,Armas
T6_2H_WILDSTAFF@2,Master's Wild Staff .2,Armas
T6_2H_WILDSTAFF@3,Master's Wild Staff .3,Armas
T6_2H_WILDSTAFF@4,Master's Wild Staff .4,Armas
T7_2H_WILDSTAFF,Grandmaster's Wild Staff,Armas
T7_2H_WILDSTAFF@1,Grandmaster's Wild Staff .1,Armas
T7_2H_WILDSTAFF@2,Grandmaster's Wild Staff .2,Armas
T7_2H_WILDSTAFF@3,Grandmaster's Wild Staff .3,Armas
T7_2H_WILDSTAFF@4,Grandmaster's Wild Staff .4,Armas
T8_2H_WILDSTAFF,Elder's Wild Staff,Armas
T8_2H_WILDSTAFF@1,Elder's Wild Staff .1,Armas
T8_2H_WILDSTAFF@2,Elder's Wild Staff .2,Armas
T8_2H_WILDSTAFF@3,Elder's Wild Staff .3,Armas
T8_2H_WILDSTAFF@4,Elder's Wild Staff .4,Armas
T4_MAIN_DAGGER,Adept's Dagger,Armas
T4_MAIN_DAGGER@1,Adept's Dagger .1,Armas
T4_MAIN_DAGGER@2,Adept's Dagger .2,Armas
T4_MAIN_DAGGER@3,Adept's Dagger .3,Armas
T4_MAIN_DAGGER@4,Adept's Dagger .4,Armas
T5_MAIN_DAGGER,Expert's Dagger,Armas
T5_MAIN_DAGGER@1,Expert's Dagger .1,Armas
T5_MAIN_DAGGER@2,Expert's Dagger .2,Armas
T5_MAIN_DAGGER@3,Expert's Dagger .3,Armas
T5_MAIN_DAGGER@4,Expert's Dagger .4,Armas
T6_MAIN_DAGGER,Master's Dagger,Armas
T6_MAIN_DAGGER@1,Master's Dagger .1,Armas
T6_MAIN_DAGGER@2,Master's Dagger .2,Armas
T6_MAIN_DAGGER@3,Master's Dagger .3,Armas
T6_MAIN_DAGGER@4,Master's Dagger .4,Armas
T7_MAIN_DAGGER,Grandmaster's Dagger,Armas
T7_MAIN_DAGGER@1,Grandmaster's Dagger .1,Armas
T7_MAIN_DAGGER@2,Grandmaster's Dagger .2,Armas
T7_MAIN_DAGGER@3,Grandmaster's Dagger .3,Armas
T7_MAIN_DAGGER@4,Grandmaster's Dagger .4,Armas
T8_MAIN_DAGGER,Elder's Dagger,Armas
T8_MAIN_DAGGER@1,Elder's Dagger .1,Armas
T8_MAIN_DAGGER@2,Elder's Dagger .2,Armas
T8_MAIN_DAGGER@3,Elder's Dagger .3,Armas
T8_MAIN_DAGGER@4,Elder's Dagger .4,Armas
T4_2H_DAGGERPAIR,Adept's Dagger Pair,Armas
T4_2H_DAGGERPAIR@1,Adept's Dagger Pair .1,Armas
T4_2H_DAGGERPAIR@2,Adept's Dagger Pair .2,Armas
T4_2H_DAGGERPAIR@3,Adept's Dagger Pair .3,Armas
T4_2H_DAGGERPAIR@4,Adept's Dagger Pair .4,Armas
T5_2H_DAGGERPAIR,Expert's Dagger Pair,Armas
T5_2H_DAGGERPAIR@1,Expert's Dagger Pair .1,Armas
T5_2H_DAGGERPAIR@2,Expert's Dagger Pair .2,Armas
T5_2H_DAGGERPAIR@3,Expert's Dagger Pair .3,Armas
T5_2H_DAGGERPAIR@4,Expert's Dagger Pair .4,Armas
T6_2H_DAGGERPAIR,Master's Dagger Pair,Armas
T6_2H_DAGGERPAIR@1,Master's Dagger Pair .1,Armas
T6_2H_DAGGERPAIR@2,Master's Dagger Pair .2,Armas
T6_2H_DAGGERPAIR@3,Master's Dagger Pair .3,Armas
T6_2H_DAGGERPAIR@4,Master's Dagger Pair .4,Armas
T7_2H_DAGGERPAIR,Grandmaster's Dagger Pair,Armas
T7_2H_DAGGERPAIR@1,Grandmaster's Dagger Pair .1,Armas
T7_2H_DAGGERPAIR@2,Grandmaster's Dagger Pair .2,Armas
T7_2H_DAGGERPAIR@3,Grandmaster's Dagger Pair .3,Armas
T7_2H_DAGGERPAIR@4,Grandmaster's Dagger Pair .4,Armas
T8_2H_DAGGERPAIR,Elder's Dagger Pair,Armas
T8_2H_DAGGERPAIR@1,Elder's Dagger Pair .1,Armas
T8_2H_DAGGERPAIR@2,Elder's Dagger Pair .2,Armas
T8_2H_DAGGERPAIR@3,Elder's Dagger Pair .3,Armas
T8_2H_DAGGERPAIR@4,Elder's Dagger Pair .4,Armas
T4_2H_CLAWPAIR,Adept's Claws,Armas
T4_2H_CLAWPAIR@1,Adept's Claws .1,Armas
T4_2H_CLAWPAIR@2,Adept's Claws .2,Armas
T4_2H_CLAWPAIR@3,Adept's Claws .3,Armas
T4_2H_CLAWPAIR@4,Adept's Claws .4,Armas
T5_2H_CLAWPAIR,Expert's Claws,Armas
T5_2H_CLAWPAIR@1,Expert's Claws .1,Armas
T5_2H_CLAWPAIR@2,Expert's Claws .2,Armas
T5_2H_CLAWPAIR@3,Expert's Claws .3,Armas
T5_2H_CLAWPAIR@4,Expert's Claws .4,Armas
T6_2H_CLAWPAIR,Master's Claws,Armas
T6_2H_CLAWPAIR@1,Master's Claws .1,Armas
T6_2H_CLAWPAIR@2,Master's Claws .2,Armas
T6_2H_CLAWPAIR@3,Master's Claws .3,Armas
T6_2H_CLAWPAIR@4,Master's Claws .4,Armas
T7_2H_CLAWPAIR,Grandmaster's Claws,Armas
T7_2H_CLAWPAIR@1,Grandmaster's Claws .1,Armas
T7_2H_CLAWPAIR@2,Grandmaster's Claws .2,Armas
T7_2H_CLAWPAIR@3,Grandmaster's Claws .3,Armas
T7_2H_CLAWPAIR@4,Grandmaster's Claws .4,Armas
T8_2H_CLAWPAIR,Elder's Claws,Armas
T8_2H_CLAWPAIR@1,Elder's Claws .1,Armas
T8_2H_CLAWPAIR@2,Elder's Claws .2,Armas
T8_2H_CLAWPAIR@3,Elder's Claws .3,Armas
T8_2H_CLAWPAIR@4,Elder's Claws .4,Armas
T4_MAIN_SPEAR,Adept's Spear,Armas
T4_MAIN_SPEAR@1,Adept's Spear .1,Armas
T4_MAIN_SPEAR@2,Adept's Spear .2,Armas
T4_MAIN_SPEAR@3,Adept's Spear .3,Armas
T4_MAIN_SPEAR@4,Adept's Spear .4,Armas
T5_MAIN_SPEAR,Expert's Spear,Armas
T5_MAIN_SPEAR@1,Expert's Spear .1,Armas
T5_MAIN_SPEAR@2,Expert's Spear .2,Armas
T5_MAIN_SPEAR@3,Expert's Spear .3,Armas
T5_MAIN_SPEAR@4,Expert's Spear .4,Armas
T6_MAIN_SPEAR,Master's Spear,Armas
T6_MAIN_SPEAR@1,Master's Spear .1,Armas
T6_MAIN_SPEAR@2,Master's Spear .2,Armas
T6_MAIN_SPEAR@3,Master's Spear .3,Armas
T6_MAIN_SPEAR@4,Master's Spear .4,Armas
T7_MAIN_SPEAR,Grandmaster's Spear,Armas
T7_MAIN_SPEAR@1,Grandmaster's Spear .1,Armas
T7_MAIN_SPEAR@2,Grandmaster's Spear .2,Armas
T7_MAIN_SPEAR@3,Grandmaster's Spear .3,Armas
T7_MAIN_SPEAR@4,Grandmaster's Spear .4,Armas
T8_MAIN_SPEAR,Elder's Spear,Armas
T8_MAIN_SPEAR@1,Elder's Spear .1,Armas
T8_MAIN_SPEAR@2,Elder's Spear .2,Armas
T8_MAIN_SPEAR@3,Elder's Spear .3,Armas
T8_MAIN_SPEAR@4,Elder's Spear .4,Armas
T4_2H_SPEAR,Adept's Pike,Armas
T4_2H_SPEAR@1,Adept's Pike .1,Armas
T4_2H_SPEAR@2,Adept's Pike .2,Armas
T4_2H_SPEAR@3,Adept's Pike .3,Armas
T4_2H_SPEAR@4,Adept's Pike .4,Armas
T5_2H_SPEAR,Expert's Pike,Armas
T5_2H_SPEAR@1,Expert's Pike .1,Armas
T5_2H_SPEAR@2,Expert's Pike .2,Armas
T5_2H_SPEAR@3,Expert's Pike .3,Armas
T5_2H_SPEAR@4,Expert's Pike .4,Armas
T6_2H_SPEAR,Master's Pike,Armas
T6_2H_SPEAR@1,Master's Pike .1,Armas
T6_2H_SPEAR@2,Master's Pike .2,Armas
T6_2H_SPEAR@3,Master's Pike .3,Armas
T6_2H_SPEAR@4,Master's Pike .4,Armas
T7_2H_SPEAR,Grandmaster's Pike,Armas
T7_2H_SPEAR@1,Grandmaster's Pike .1,Armas
T7_2H_SPEAR@2,Grandmaster's Pike .2,Armas
T7_2H_SPEAR@3,Grandmaster's Pike .3,Armas
T7_2H_SPEAR@4,Grandmaster's Pike .4,Armas
T8_2H_SPEAR,Elder's Pike,Armas
T8_2H_SPEAR@1,Elder's Pike .1,Armas
T8_2H_SPEAR@2,Elder's Pike .2,Armas
T8_2H_SPEAR@3,Elder's Pike .3,Armas
T8_2H_SPEAR@4,Elder's Pike .4,Armas
T4_2H_GLAIVE,Adept's Glaive,Armas
T4_2H_GLAIVE@1,Adept's Glaive .1,Armas
T4_2H_GLAIVE@2,Adept's Glaive .2,Armas
T4_2H_GLAIVE@3,Adept's Glaive .3,Armas
T4_2H_GLAIVE@4,Adept's Glaive .4,Armas
T5_2H_GLAIVE,Expert's Glaive,Armas
T5_2H_GLAIVE@1,Expert's Glaive .1,Armas
T5_2H_GLAIVE@2,Expert's Glaive .2,Armas
T5_2H_GLAIVE@3,Expert's Glaive .3,Armas
T5_2H_GLAIVE@4,Expert's Glaive .4,Armas
T6_2H_GLAIVE,Master's Glaive,Armas
T6_2H_GLAIVE@1,Master's Glaive .1,Armas
T6_2H_GLAIVE@2,Master's Glaive .2,Armas
T6_2H_GLAIVE@3,Master's Glaive .3,Armas
T6_2H_GLAIVE@4,Master's Glaive .4,Armas
T7_2H_GLAIVE,Grandmaster's Glaive,Armas
T7_2H_GLAIVE@1,Grandmaster's Glaive .1,Armas
